taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence
Liolaemus_morenoi,22.396,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus morenoi,99.0
Liolaemus_multicolor,19.12,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus multicolor,99.0
Liolaemus_multimaculatus,12.016,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus multimaculatus,99.0
Liolaemus_neuquensis,7.135,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus neuquensis,99.0
Liolaemus_nigriceps,30.82,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus nigriceps,99.0
Liolaemus_nigrocoeruleus,5.477,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus nigrocoeruleus,99.0
Liolaemus_nigromaculatus,26.205,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus nigromaculatus,99.0
Liolaemus_nigroviridis,22.396,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus nigroviridis,99.0
Liolaemus_nitidus,39.298,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus nitidus,99.0
Liolaemus_occipitalis,11.609,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus occipitalis,99.0
Liolaemus_olongasta,9.492,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus olongasta,99.0
Liolaemus_omorfi,6.675,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus omorfi,99.0
Liolaemus_orientalis,32.81,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus orientalis,99.0
Liolaemus_orko,11.26,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus orko,99.0
Liolaemus_ornatus,11.459,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus ornatus,97.0
Liolaemus_ortizii,11.359,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus ortizii,99.0
Liolaemus_pacha,9.892,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pacha,99.0
Liolaemus_pachacutec,4.33,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pachacutec,99.0
Liolaemus_pachecoi,26.91,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pachecoi,99.0
Liolaemus_pagaburoi,5.816,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pagaburoi,99.0
Liolaemus_pantherinus,11.016,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pantherinus,99.0
Liolaemus_parthenos,8.0,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus parthenos,99.0
Liolaemus_parvus,11.359,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus parvus,99.0
Liolaemus_patriciaiturrae,29.476,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus patriciaiturrae,99.0
Liolaemus_paulinae,7.098,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus paulinae,99.0
Liolaemus_petrophilus,33.423,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus petrophilus,99.0
Liolaemus_pictus,37.047,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pictus,97.0
Liolaemus_pipanaco,16.249,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pipanaco,99.0
Liolaemus_platei,11.359,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus platei,99.0
Liolaemus_pleopholis,17.084,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pleopholis,99.0
Liolaemus_poconchilensis,5.754,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus poconchilensis,99.0
Liolaemus_poecilochromus,14.081,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus poecilochromus,99.0
Liolaemus_polystictus,20.566,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus polystictus,99.0
Liolaemus_porosus,12.327,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus porosus,99.0
Liolaemus_pseudoanomalus,9.938,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pseudoanomalus,99.0
Liolaemus_pseudolemniscatus,4.895,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pseudolemniscatus,99.0
Liolaemus_puelche,22.87,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus puelche,99.0
Liolaemus_pulcherrimus,14.024,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pulcherrimus,99.0
Liolaemus_puna,5.447,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus puna,99.0
Liolaemus_punmahuida,29.382,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus punmahuida,99.0
Liolaemus_puritamensis,33.836,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus puritamensis,99.0
Liolaemus_purul,14.662,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus purul,99.0
Liolaemus_pyriphlogos,5.691,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus pyriphlogos,99.0
Liolaemus_quilmes,22.87,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus quilmes,99.0
Liolaemus_rabinoi,9.938,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus rabinoi,99.0
Liolaemus_ramirezae,5.943,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus ramirezae,99.0
Liolaemus_ramonensis,27.899,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus ramonensis,99.0
Liolaemus_riodamas,20.198,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus riodamas,99.0
Liolaemus_riojanus,7.844,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus riojanus,99.0
Liolaemus_robertmertensi,7.844,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus robertmertensi,99.0
Liolaemus_robertoi,11.609,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus robertoi,99.0
Liolaemus_robustus,19.834,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus robustus,99.0
Liolaemus_rosenmanni,15.139,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus rosenmanni,99.0
Liolaemus_rothi,37.268,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus rothi,99.0
Liolaemus_ruibali,9.361,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus ruibali,99.0
Liolaemus_sagei,32.81,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus sagei,99.0
Liolaemus_salinicola,14.604,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus salinicola,99.0
Liolaemus_sanjuanensis,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus sanjuanensis,99.0
Liolaemus_sarmientoi,31.211,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus sarmientoi,97.0
Liolaemus_saxatilis,6.744,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus saxatilis,99.0
Liolaemus_scapularis,14.604,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus scapularis,99.0
Liolaemus_schmidti,9.492,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus schmidti,99.0
Liolaemus_schroederi,9.802,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus schroederi,99.0
Liolaemus_scolaroi,17.084,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus scolaroi,99.0
Liolaemus_scorialis,10.823,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus scorialis,99.0
Liolaemus_scrocchii,27.99,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus scrocchii,99.0
Liolaemus_senguer,7.578,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus senguer,99.0
Liolaemus_septentrionalis,6.572,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus septentrionalis,99.0
Liolaemus_shehuen,32.607,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus shehuen,99.0
Liolaemus_shitan,31.507,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus shitan,99.0
Liolaemus_signifer,41.64,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus signifer,99.0
Liolaemus_silvai,11.811,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus silvai,99.0
Liolaemus_silvanae,15.199,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus silvanae,99.0
Liolaemus_sitesi,16.312,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus sitesi,99.0
Liolaemus_smaug,11.508,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus smaug,99.0
Liolaemus_somuncurae,21.315,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus somuncurae,99.0
Liolaemus_sp.,5.56354931245164,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,,94.0
Liolaemus_stolzmanni,7.207,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus stolzmanni,99.0
Liolaemus_tacnae,5.63,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tacnae,99.0
Liolaemus_tacora,22.87,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tacora,99.0
Liolaemus_talampaya,20.198,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus talampaya,99.0
Liolaemus_tandiliensis,6.137,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tandiliensis,99.0
Liolaemus_tari,34.885,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tari,99.0
Liolaemus_tehuelche,13.021,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tehuelche,99.0
Liolaemus_telsen,13.461,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus telsen,99.0
Liolaemus_tenuis,8.478,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tenuis,99.0
Liolaemus_thermarum,19.834,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus thermarum,99.0
Liolaemus_thomasi,15.199,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus thomasi,99.0
Liolaemus_tirantii,8.357,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tirantii,99.0
Liolaemus_tolhuaca,10.397,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tolhuaca,99.0
Liolaemus_torresi,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus torresi,99.0
Liolaemus_tregenzai,23.838,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tregenzai,99.0
Liolaemus_tristis,20.198,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tristis,99.0
Liolaemus_tromen,18.082,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tromen,99.0
Liolaemus_tulkas,10.919,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus tulkas,99.0
Liolaemus_ubaghsi,23.351,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus ubaghsi,99.0
Liolaemus_umbrifer,22.87,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus umbrifer,99.0
Liolaemus_uniformis,22.949,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus uniformis,99.0
Liolaemus_uptoni,21.315,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus uptoni,99.0
Liolaemus_uspallatensis,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus uspallatensis,99.0
Liolaemus_valdesianus,27.99,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus valdesianus,99.0
Liolaemus_vallecurensis,14.721,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus vallecurensis,99.0
Liolaemus_variegatus,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus variegatus,99.0
Liolaemus_velosoi,6.436,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus velosoi,99.0
Liolaemus_villaricensis,16.439,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus villaricensis,99.0
Liolaemus_vulcanus,30.047,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus vulcanus,99.0
Liolaemus_walkeri,8.397,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus walkeri,97.0
Liolaemus_wari,7.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus wari,99.0
Liolaemus_wiegmannii,9.06,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus wiegmannii,99.0
Liolaemus_williamsi,14.604,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus williamsi,99.0
Liolaemus_xanthoviridis,34.044,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus xanthoviridis,99.0
Liolaemus_yalguaraz,6.606,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus yalguaraz,99.0
Liolaemus_yanalcu,7.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus yanalcu,99.0
Liolaemus_yatel,7.135,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus yatel,99.0
Liolaemus_zabalai,25.343,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus zabalai,99.0
Liolaemus_zapallarensis,44.075,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus zapallarensis,99.0
Liolaemus_zullyae,22.711,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus zullyae,99.0
Liopeltis_calamaria,12.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liopeltis,Liopeltis calamaria,99.0
Liopeltis_frenatus,58.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liopeltis,Liopeltis frenata,96.0
Liopeltis_philippinus,36.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liopeltis,Liopeltis philippina,96.0
Liopeltis_rappi,15.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liopeltis,Liopeltis rappi,99.0
Liopeltis_stoliczkae,32.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liopeltis,Liopeltis stoliczkae,99.0
Liopeltis_tricolor,26.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liopeltis,Liopeltis tricolor,99.0
Liophidium_apperti,2.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium apperti,99.0
Liophidium_chabaudi,20.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium chabaudi,99.0
Liophidium_maintikibo,3.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium maintikibo,99.0
Liophidium_mayottensis,141.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium mayottensis,99.0
Liophidium_pattoni,12.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium pattoni,99.0
Liophidium_rhodogaster,35.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium rhodogaster,99.0
Liophidium_therezieni,60.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium therezieni,99.0
Liophidium_torquatum,55.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium torquatum,99.0
Liophidium_trilineatum,6.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium trilineatum,99.0
Liophidium_vaillanti,39.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liophidium,Liophidium vaillanti,99.0
Liophis_almadensis,23.5,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Colubridae,Erythrolamprus,Erythrolamprus almadensis,98.0
Liophis_dilepis,23.0,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Colubridae,Lygophis,Lygophis dilepis,98.0
Liophis_juliae,8.77496438739212,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Colubridae,Erythrolamprus,Erythrolamprus juliae,98.0
Liopholidophis_baderi,5.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis baderi,99.0
Liopholidophis_dimorphus,182.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis dimorphus,99.0
Liopholidophis_dolicocercus,409.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis dolicocercus,99.0
Liopholidophis_epistibes,27.0,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Thamnosophis,Thamnosophis epistibes,98.0
Liopholidophis_grandidieri,602.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis grandidieri,99.0
Liopholidophis_infrasignatus,28.0,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,,94.0
Liopholidophis_lateralis,29.0,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,,94.0
Liopholidophis_oligolepis,2.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis oligolepis,99.0
Liopholidophis_rhadinaea,66.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis rhadinaea,99.0
Liopholidophis_sexlineatus,376.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis sexlineatus,99.0
Liopholidophis_varius,107.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pseudoxyrhophiidae,Liopholidophis,Liopholidophis varius,99.0
Liopholis_guthega,30.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis guthega,99.0
Liopholis_inornata,12.738,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis inornata,99.0
Liopholis_kintorei,222.064,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis kintorei,99.0
Liopholis_margaretae,34.764,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis margaretae,99.0
Liopholis_modesta,31.04,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis modesta,99.0
Liopholis_montana,30.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis montana,99.0
Liopholis_multiscutata,18.869,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis multiscutata,99.0
Liopholis_personata,26.784,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis personata,99.0
Liopholis_pulchra,29.286,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis pulchra,99.0
Liopholis_slateri,19.511,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis slateri,99.0
Liopholis_striata,35.741,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis striata,99.0
Liopholis_whitii,31.944,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liopholis,Liopholis whitii,99.0
Lioscincus_greeri,4.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Scincidae,Epibator,Epibator greeri,98.0
Lioscincus_maruia,4.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Scincidae,Phasmasaurus,Phasmasaurus maruia,98.0
Lioscincus_nigrofasciolatum,31.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Scincidae,Epibator,Epibator nigrofasciolatus,98.0
Lioscincus_novaecaledoniae,6.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Scincidae,Caesoris,Caesoris novaecaledoniae,98.0
Lioscincus_steindachneri,31.944,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lioscincus,Lioscincus steindachneri,99.0
Lioscincus_tillieri,5.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Scincidae,Phasmasaurus,Phasmasaurus tillieri,98.0
Lioscincus_vivae,3.123,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lioscincus,Lioscincus vivae,99.0
Liotyphlops_albirostris,4.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops albirostris,99.0
Liotyphlops_anops,23.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops anops,99.0
Liotyphlops_argaleus,7.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops argaleus,99.0
Liotyphlops_beui,21.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops beui,99.0
Liotyphlops_haadi,2.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops haadi,99.0
Liotyphlops_schubarti,5.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops schubarti,99.0
Liotyphlops_ternetzii,18.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops ternetzii,99.0
Liotyphlops_trefauti,22.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops trefauti,99.0
Liotyphlops_wilderi,9.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,Liotyphlops wilderi,99.0
Lipinia_albodorsalis,2.944,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Ornithuroscincus,Ornithuroscincus albodorsalis,98.0
Lipinia_auriculata,2.448,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia auriculata,99.0
Lipinia_cheesmanae,1.029,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia cheesmanae,99.0
Lipinia_inconspicua,2.296,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia inconspicua,99.0
Lipinia_inexpectata,1.172,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia inexpectata,99.0
Lipinia_infralineolata,2.151,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia infralineolata,99.0
Lipinia_leptosoma,1.52,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia leptosoma,99.0
Lipinia_longiceps,1.411,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia longiceps,99.0
Lipinia_macrotympanum,1.717,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Lipinia,Lipinia macrotympanum,99.0
