taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence
Anolis_allogus,5.195,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis allogus,99.0
Anolis_alocomyos,3.35,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alocomyos,99.0
Anolis_altae,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis altae,99.0
Anolis_altavelensis,2.215,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis altavelensis,99.0
Anolis_altitudinalis,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis altitudinalis,99.0
Anolis_alumina,1.378,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alumina,99.0
Anolis_alutaceus,2.356,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alutaceus,99.0
Anolis_alvarezdeltoroi,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alvarezdeltoroi,99.0
Anolis_amplisquamosus,2.564,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis amplisquamosus,99.0
Anolis_anatoloros,6.565,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anatoloros,99.0
Anolis_anchicayae,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anchicayae,99.0
Anolis_anfiloquioi,1.429,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anfiloquioi,99.0
Anolis_angusticeps,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis angusticeps,98.0
Anolis_anisolepis,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anisolepis,99.0
Anolis_annectens,9.682,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis annectens,99.0
Anolis_anoriensis,14.396,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anoriensis,99.0
Anolis_antioquiae,9.464,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis antioquiae,99.0
Anolis_antonii,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis antonii,99.0
Anolis_apletolepis,4.217,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis apletolepis,99.0
Anolis_apletophallus,2.215,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis apletophallus,99.0
Anolis_apollinaris,28.497,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis apollinaris,99.0
Anolis_aquaticus,9.536,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis aquaticus,99.0
Anolis_argenteolus,5.749,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis argenteolus,99.0
Anolis_argillaceus,2.356,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis argillaceus,99.0
Anolis_armouri,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis armouri,99.0
Anolis_auratus,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis auratus,99.0
Anolis_aurifer,3.332,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis aurifer,99.0
Anolis_bahorucoensis,2.816,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bahorucoensis,99.0
Anolis_baleatus,115.083,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis baleatus,99.0
Anolis_baracoae,100.676,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis baracoae,99.0
Anolis_barahonae,100.676,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barahonae,99.0
Anolis_barbatus,97.27,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barbatus,99.0
Anolis_barbouri,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barbouri,99.0
Anolis_barkeri,21.024,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barkeri,99.0
Anolis_bartschi,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bartschi,99.0
Anolis_beckeri,6.565,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis beckeri,99.0
Anolis_bellipeniculus,7.21,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bellipeniculus,99.0
Anolis_benedikti,2.444,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis benedikti,99.0
Anolis_bicaorum,13.101,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bicaorum,99.0
Anolis_bimaculatus,39.365,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bimaculatus,99.0
Anolis_binotatus,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis binotatus,99.0
Anolis_biporcatus,30.802,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis biporcatus,99.0
Anolis_birama,5.749,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis birama,99.0
Anolis_bitectus,3.807,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bitectus,99.0
Anolis_blanquillanus,12.658,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis blanquillanus,99.0
Anolis_boettgeri,6.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis boettgeri,99.0
Anolis_bombiceps,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bombiceps,99.0
Anolis_bonairensis,8.759,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bonairensis,99.0
Anolis_boulengerianus,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis boulengerianus,99.0
Anolis_bourgeaei,3.0,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis laeviventris,98.0
Anolis_brasiliensis,8.759,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brasiliensis,99.0
Anolis_bremeri,7.767,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bremeri,99.0
Anolis_breslini,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis breslini,99.0
Anolis_brevirostris,3.171,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brevirostris,99.0
Anolis_brooksi,107.72,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brooksi,99.0
Anolis_brunneus,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brunneus,99.0
Anolis_calimae,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis calimae,99.0
Anolis_campbelli,2.865,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis campbelli,99.0
Anolis_capito,20.417,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis capito,99.0
Anolis_caquetae,4.112,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis caquetae,99.0
Anolis_carlliebi,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carlliebi,99.0
Anolis_carlostoddi,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carlostoddi,99.0
Anolis_carolinensis,8.759,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carolinensis,99.0
Anolis_carpenteri,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carpenteri,99.0
Anolis_casildae,30.02,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis casildae,99.0
Anolis_caudalis,2.816,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis caudalis,99.0
Anolis_centralis,2.371,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis centralis,99.0
Anolis_chamaeleonides,109.531,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chamaeleonides,99.0
Anolis_charlesmyersi,9.83,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis charlesmyersi,99.0
Anolis_chloris,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chloris,99.0
Anolis_chlorocyanus,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chlorocyanus,99.0
Anolis_chlorodius,11.388,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chlorodius,99.0
Anolis_chocorum,10.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis purpurescens,98.0
Anolis_christophei,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis christophei,99.0
Anolis_chrysolepis,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chrysolepis,99.0
Anolis_chrysops,8.089,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chrysops,99.0
Anolis_clivicola,2.564,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis clivicola,99.0
Anolis_cobanensis,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cobanensis,99.0
Anolis_coelestinus,12.224,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chlorocyanus,98.0
Anolis_compressicauda,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis compressicauda,99.0
Anolis_concolor,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis concolor,99.0
Anolis_confusus,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis confusus,99.0
Anolis_conspersus,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis conspersus,99.0
Anolis_cooki,7.15,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cooki,99.0
Anolis_crassulus,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis crassulus,99.0
Anolis_cristatellus,9.83,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cristatellus,99.0
Anolis_cristifer,14.017,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cristifer,99.0
Anolis_cryptolimifrons,1.949,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cryptolimifrons,99.0
Anolis_cupeyalensis,0.818,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cupeyalensis,99.0
Anolis_cupreus,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cupreus,99.0
Anolis_cuprinus,6.853,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cuprinus,99.0
Anolis_cuscoensis,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cuscoensis,99.0
Anolis_cusuco,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cusuco,99.0
Anolis_cuvieri,115.083,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cuvieri,99.0
Anolis_cyanopleurus,1.705,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cyanopleurus,97.0
Anolis_cyanostictus,7.15,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cyanostictus,99.0
Anolis_cybotes,11.024,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cybotes,99.0
Anolis_cymbops,2.146,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cymbops,99.0
Anolis_damulus,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis damulus,99.0
Anolis_danieli,39.365,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis danieli,99.0
Anolis_darlingtoni,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis darlingtoni,99.0
Anolis_datzorum,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis datzorum,99.0
Anolis_delafuentei,4.769,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis delafuentei,99.0
Anolis_deltae,4.112,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis deltae,99.0
Anolis_demissus,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis demissus,99.0
Anolis_desechensis,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis desechensis,99.0
Anolis_desiradei,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis desiradei,99.0
Anolis_dissimilis,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis dissimilis,99.0
Anolis_distichus,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis distichus,99.0
Anolis_divius,6.565,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis divius,99.0
Anolis_dolichocephalus,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis dolichocephalus,99.0
Anolis_dollfusianus,1.824,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis dollfusianus,99.0
Anolis_dominicensis,4.112,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis dominicensis,99.0
Anolis_duellmani,1.44,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis duellmani,99.0
Anolis_dunni,4.217,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis dunni,99.0
Anolis_eladioi,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis eladioi,99.0
Anolis_elcopeensis,1.949,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis elcopeensis,99.0
Anolis_equestris,134.925,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis equestris,99.0
Anolis_ernestwilliamsi,11.388,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ernestwilliamsi,99.0
Anolis_etheridgei,1.705,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis etheridgei,99.0
Anolis_eugenegrahami,7.767,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis eugenegrahami,99.0
Anolis_eulaemus,20.417,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis eulaemus,99.0
Anolis_euskalerriari,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis euskalerriari,99.0
Anolis_evermanni,9.83,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis evermanni,99.0
Anolis_extremus,12.658,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis extremus,99.0
Anolis_fairchildi,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fairchildi,99.0
Anolis_fasciatus,7.767,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fasciatus,99.0
Anolis_favillarum,3.332,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis favillarum,99.0
Anolis_ferreus,58.479,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ferreus,99.0
Anolis_festae,4.769,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis festae,99.0
Anolis_fitchi,18.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fitchi,99.0
Anolis_forresti,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis forresti,99.0
Anolis_fortunensis,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fortunensis,99.0
Anolis_fowleri,9.464,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fowleri,99.0
Anolis_fraseri,42.21,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fraseri,99.0
Anolis_frenatus,68.636,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis frenatus,99.0
Anolis_fugitivus,1.027,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fugitivus,99.0
Anolis_fungosus,2.215,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fungosus,99.0
Anolis_fuscoauratus,3.171,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fuscoauratus,99.0
Anolis_gadovii,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gadovii,99.0
Anolis_gaigei,3.067,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gaigei,99.0
Anolis_garmani,52.665,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis garmani,99.0
Anolis_garridoi,1.569,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis garridoi,99.0
Anolis_gemmosus,6.067,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gemmosus,99.0
Anolis_gibbiceps,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gibbiceps,99.0
Anolis_ginaelisae,28.497,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ginaelisae,99.0
Anolis_gingivinus,7.767,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gingivinus,99.0
Anolis_gonavensis,1.647,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gonavensis,99.0
Anolis_gorgonae,6.285,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gorgonae,99.0
Anolis_gracilipes,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gracilipes,99.0
Anolis_grahami,8.759,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis grahami,99.0
Anolis_granuliceps,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis granuliceps,99.0
Anolis_griseus,50.451,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis griseus,99.0
Anolis_gruuo,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gruuo,99.0
Anolis_guafe,2.474,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis guafe,99.0
Anolis_guamuhaya,84.41,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis guamuhaya,99.0
Anolis_guazuma,2.429,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis guazuma,99.0
Anolis_gundlachi,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis gundlachi,99.0
Anolis_haetianus,8.759,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cybotes,98.0
Anolis_haguei,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis haguei,99.0
Anolis_hendersoni,2.549,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis hendersoni,99.0
Anolis_heterodermus,13.101,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis heterodermus,99.0
Anolis_heteropholidotus,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis heteropholidotus,99.0
Anolis_hobartsmithi,3.387,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis hobartsmithi,99.0
Anolis_homolechis,7.15,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis homolechis,99.0
Anolis_huilae,11.388,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis huilae,99.0
Anolis_humilis,2.657,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis humilis,99.0
Anolis_hyacinthogularis,3.886,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis hyacinthogularis,99.0
Anolis_ibanezi,10.865,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ibanezi,99.0
Anolis_ignigularis,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ignigularis,99.0
Anolis_imias,6.396,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis imias,99.0
Anolis_immaculogularis,2.579,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis immaculogularis,99.0
Anolis_impetigosus,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis impetigosus,99.0
Anolis_incredulus,0.854,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis incredulus,99.0
Anolis_inderenae,33.475,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis inderenae,99.0
Anolis_inexpectatus,1.096,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis inexpectatus,99.0
Anolis_insignis,81.381,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis insignis,99.0
Anolis_insolitus,2.215,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis insolitus,99.0
Anolis_intermedius,3.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis laeviventris,98.0
Anolis_isolepis,1.591,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis isolepis,99.0
Anolis_isthmicus,3.7,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis boulengerianus,98.0
Anolis_jacare,8.588,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis jacare,99.0
Anolis_johnmeyeri,8.089,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis johnmeyeri,99.0
Anolis_juangundlachi,1.011,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis juangundlachi,99.0
Anolis_jubar,5.003,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis jubar,99.0
Anolis_kahouannensis,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis kahouannensis,99.0
Anolis_kathydayae,64.701,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis kathydayae,99.0
Anolis_kemptoni,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis kemptoni,99.0
Anolis_koopmani,1.591,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis koopmani,99.0
Anolis_kreutzi,2.816,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis kreutzi,99.0
Anolis_krugi,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis krugi,99.0
Anolis_kunayalae,26.523,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis kunayalae,99.0
Anolis_laevis,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis laevis,99.0
Anolis_laeviventris,6.013,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis laeviventris,99.0
Anolis_lamari,1.682,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lamari,99.0
Anolis_landestoyi,49.368,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis landestoyi,99.0
Anolis_latifrons,45.187,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis latifrons,99.0
Anolis_leachii,37.541,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis leachii,99.0
Anolis_leditzigorum,3.067,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis leditzigorum,99.0
Anolis_lemniscatus,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lemniscatus,99.0
Anolis_lemurinus,10.205,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lemurinus,99.0
