mass_g,kingdom,phylum,class,order,family,genus,species
6.25210804089401,Animalia,Chordata,Amphibia,Anura,Ranidae,Chalcorana,Chalcorana rufipes
5.89915248150105,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalcostigma,Chalcostigma herrani
3.59444015112228,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalcostigma,Chalcostigma ruficeps
5.75760366819391,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalcostigma,Chalcostigma stanleyi
9.032,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus dwyeri
8.767,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus morio
15.87,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus neocaledonicus
8.8,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus nigrogriseus
8.5,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus tuberculatus
6.75,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalybura,Chalybura buffonii
6.775,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalybura,Chalybura urochrysia
14.7,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,Chamaea fasciata
1135.0,Animalia,Chordata,Aves,Galliformes,Cracidae,Chamaepetes,Chamaepetes unicolor
95.0,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza campanisona
69.0,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza meruloides
72.25,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza mollissima
123.0,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza nobilis
70.475,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza ruficauda
70.475,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,Chamaeza turdina
1.35,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chamelea,Chamelea gallina
10.35,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius alexandrinus
44.95,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius alticola
76.0486686273994,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius asiaticus
59.0992385737752,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus
28.3,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius collaris
36.0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius dubius
31.35,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius forbesi
64.0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius hiaticula
75.0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius leschenaultii
46.7070658483382,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius marginatus
13.8,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius melodus
64.0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius mongolus
100.0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius montanus
42.3,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius nivosus
152.839785396342,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius obscurus
35.4,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius pallidus
164.5,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius pecuarius
42.0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius peronii
62.7,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius placidus
39.2015305823637,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus
41.8,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius sanctaehelenae
11.69,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius semipalmatus
11.5,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius thoracicus
31.35,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius tricollaris
87.25,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius veredus
24.14,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius vociferus
59.9506741707714,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius wilsonia
74.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna josefinae
23.525,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna meeki
83.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna papou
33.6,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna placentis
34.375,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna pulchella
36.75,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna rubrigularis
0.0015924146342876,Animalia,Arthropoda,Insecta,Hemiptera,Saldidae,Chartoscirta,Chartoscirta cincta
54.0,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis annulata
677.589504476116,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis feriata
60.0,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis hellerii
215.40659228538,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis miles
14.025,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Chasiempis,Chasiempis ibidis
15.0,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Chasiempis,Chasiempis sandwichensis
14.025,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Chasiempis,Chasiempis sclateri
2603.5,Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,Chauna chavaria
4400.0,Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,Chauna torquata
400.0,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi
450.0,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus major
181.0,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus medius
342.2,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus sibreei
169.43,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Cheiromeles,Cheiromeles parvidens
163.5,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Cheiromeles,Cheiromeles torquatus
73.299,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chelemys,Chelemys macronyx
50.8,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chelemys,Chelemys megalonyx
110.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Chelictinia,Chelictinia riocourii
5.5,Animalia,Chordata,Aves,Passeriformes,Stenostiridae,Chelidorhynx,Chelidorhynx hypoxantha
2641.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser caerulescens
2148.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser canagicus
1715.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser rossii
810.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chenonetta,Chenonetta jubata
12.6,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus campbelli
12.6,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus grayi
14.05,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cheramoeca,Cheramoeca leucosterna
24.5,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Chersomanes,Chersomanes beesleyi
39.4,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Chersophilus,Chersophilus duponti
3.87,Animalia,Chordata,Amphibia,Anura,Microhylidae,Chiasmocleis,Chiasmocleis bassleri
0.16,Animalia,Chordata,Amphibia,Anura,Microhylidae,Chiasmocleis,Chiasmocleis carvalhoi
50.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chibchanomys,Chibchanomys trichotis
0.000742,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Chilocorus,Chilocorus bipustulatus
19.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chilomys,Chilomys instans
2.5,Animalia,Chordata,Mammalia,Chiroptera,Natalidae,Chilonatalus,Chilonatalus micropus
3.525,Animalia,Chordata,Mammalia,Chiroptera,Natalidae,Chilonatalus,Chilonatalus tumidifrons
774.0,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium griseum
1375.0,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Chimaera,Chimaera monstrosa
55.0,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chimarrogale,Chimarrogale hantu
31.0,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chimarrogale,Chimarrogale phaeura
32.0,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chimarrogale,Chimarrogale platycephalus
25.8,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chimarrogale,Chimarrogale styani
31.47,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chimarrogale,Chimarrogale sumatrana
500.0,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla chinchilla
500.0,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla chinchilla
121.2,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla lanigera
169.75,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chinchillula,Chinchillula sahamae
5.23,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chione,Chione cancellata
735.0,Animalia,Chordata,Aves,Charadriiformes,Chionidae,Chionis,Chionis albus
663.25,Animalia,Chordata,Aves,Charadriiformes,Chionidae,Chionis,Chionis albus
494.0,Animalia,Chordata,Aves,Charadriiformes,Chionidae,Chionis,Chionis minor
2000.0,Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,Chionoecetes bairdi
930.0,Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,Chionoecetes opilio
93.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chionomys,Chionomys gud
54.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chionomys,Chionomys nivalis
93.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chionomys,Chionomys roberti
19.9,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma doriae
35.0,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma improvisum
25.517,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma salvini
13.6766664635797,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma trinitatum
23.12,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum
0.530456600927507,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Chiromantis,Chiromantis marginis
5.95430940211417,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Chiromantis,Chiromantis rufescens
13.4,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Chiromantis,Chiromantis xerampelina
77.8,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiromyscus,Chiromyscus chiropus
16.6384524520762,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Chironax,Chironax melanocephalus
945.998,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus
2000.0,Animalia,Cnidaria,Cubozoa,Chirodropida,Chirodropidae,Chironex,Chironex fleckeri
40.5,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys calamianensis
21.2132034355964,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys gliroides
29.1,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys karlkoopmani
42.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys major
16.4,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys muroides
28.0371182542001,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,Chiropodomys pusillus
2860.0,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,Chiropotes chiropotes
2942.5,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,Chiropotes israelita
750.0,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,Chiropotes satanas
2942.5,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,Chiropotes utahicki
257.690002441406,Animalia,Cnidaria,Cubozoa,Chirodropida,Chiropsalmidae,Chiropsalmus,Chiropsalmus quadrumanus
73.0,Animalia,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,Chiroteuthis mega
62.4819974072532,Animalia,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,Chiroteuthis picteti
73.8664424655789,Animalia,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,Chiroteuthis veranii
16.9,Animalia,Chordata,Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia boliviana
25.6,Animalia,Chordata,Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia caudata
18.5,Animalia,Chordata,Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia lanceolata
18.3666666666667,Animalia,Chordata,Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia linearis
16.2333333333333,Animalia,Chordata,Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia pareola
105.15,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiruromys,Chiruromys forbesi
47.2,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiruromys,Chiruromys lamia
45.55,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiruromys,Chiruromys vates
175.0,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Chlamydera,Chlamydera cerviniventris
138.5,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Chlamydera,Chlamydera guttata
116.0,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Chlamydera,Chlamydera lauterbachi
142.0,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Chlamydera,Chlamydera maculata
218.0,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Chlamydera,Chlamydera nuchalis
0.00015,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas reinhardi
175000.0,Animalia,Chordata,Mammalia,Cingulata,Pampatheriidae,Pampatherium,Chlamydotherium humboldtii
1501.3,Animalia,Chordata,Aves,Otidiformes,Otididae,Chlamydotis,Chlamydotis macqueenii
44.3,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chlamyphorus,Chlamyphorus truncatus
16.825,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chleuasicus,Chleuasicus atrosuperciliaris
93.85,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias albostriatus
88.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida
90.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida
54.1,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias leucopterus
16.33,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias niger
13.8,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura gouldiae
2464.91318305534,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga hybrida
2904.42765446138,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga melanoptera
3047.63842999789,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga picta
2247.28931159297,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga poliocephala
1870.82869338697,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga rubidiceps
3.3,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorestes,Chlorestes cyanus
4.2,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorestes,Chlorestes notata
18.15,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chloris,Chloris monguilloti
18.15,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chloris,Chloris spinoides
4155.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops
4260.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus cynosuros
4260.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis
4000.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus
5900.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus sabaeus
4000.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus
13.7,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle aenea
34.0,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana
53.775,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle inda
13.9,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Chlorocharis,Chlorocharis emiliae
18.2,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorochrysa,Chlorochrysa calliparaea
19.45,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorochrysa,Chlorochrysa nitidissima
30.3199604221378,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Chlorocichla,Chlorocichla falkensteini
53.4,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Atimastillas,Atimastillas flavicollis
50.3996031730409,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Chlorocichla,Chlorocichla laetissima
46.7765432668982,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Chlorocichla,Chlorocichla simplex
12.6,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorodrepanis,Chlorodrepanis flava
16.6,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorodrepanis,Chlorodrepanis stejnegeri
13.7,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorodrepanis,Chlorodrepanis virens
0.0002,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra viridissima
11.0,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,Iduna natalensis
10.9,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,Iduna similis
19.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorophanes,Chlorophanes spiza
26.9,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Chlorophoneus,Chlorophoneus bocagei
50.9,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Chlorophoneus,Chlorophoneus multicolor
35.4,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Chlorophoneus,Chlorophoneus nigrifrons
34.1,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Chlorophoneus,Chlorophoneus olivaceus
28.725,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Chlorophoneus,Chlorophoneus sulfureopectus
25.725,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorophonia,Chlorophonia callophrys
11.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorophonia,Chlorophonia flavirostris
25.8,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorophonia,Chlorophonia occipitalis
17.5,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorophonia,Chlorophonia pyrrhophrys
22.0,Animalia,Chordata,Aves,Passeriformes,Chloropseidae,Chloropsis,Chloropsis cyanopogon
35.4,Animalia,Chordata,Aves,Passeriformes,Chloropseidae,Chloropsis,Chloropsis flavipennis
32.3,Animalia,Chordata,Aves,Passeriformes,Chloropseidae,Chloropsis,Chloropsis hardwickii
24.5,Animalia,Chordata,Aves,Passeriformes,Chloropseidae,Chloropsis,Chloropsis jerdoni
40.0,Animalia,Chordata,Aves,Passeriformes,Chloropseidae,Chloropsis,Chloropsis media
42.75,Animalia,Chordata,Aves,Passeriformes,Chloropseidae,Chloropsis,Chloropsis sonnerati
53.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorornis,Chlorornis riefferii
18.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus canigularis
26.25,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus flavigularis
23.1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus flavopectus
25.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,Bangsia flavovirens
28.1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus inornatus
24.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus parvirostris
20.65,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus pileatus
20.1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus semifuscus
18.9,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus tacarcunae
2.775,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon assimilis
3.4,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon lucidus
2.7,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Cynanthus auriceps
3.3225,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Riccordia,Riccordia bracei
2.66176633084123,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Cynanthus canivetii
2.725,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Cynanthus forficatus
2.77488738510232,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon gibsoni
3.5,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon lucidus
3.675,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Riccordia,Riccordia maugaeus
2.75,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon melanorhynchus
2.85919569109916,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon mellisugus
3.7,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon olivaresi
3.445,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Riccordia,Riccordia ricordii
4.025,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Riccordia,Riccordia swainsonii
31.34,Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,Chlorotalpa duthieae
41.0,Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,Chlorotalpa sclateri
38.95,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Chlorothraupis,Chlorothraupis carmioli
38.95,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Chlorothraupis,Chlorothraupis frenata
38.75,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Chlorothraupis,Chlorothraupis olivacea
39.8,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Chlorothraupis,Chlorothraupis stolzmanni
7.8,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chodsigoa,Chodsigoa lamula
9.7,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chodsigoa,Chodsigoa parva
