"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Oryzomys","Oryzomys couesi","Oryzomys_antillarum","Oryzomys antillarum; Oryzomys couesi",0.0958459239801777,68.6,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",98,"SYNONYM","Cricetidae","Rodentia",TRUE
"Oryzomys","Oryzomys curasoae","Oryzomys_curasoae","Oryzomys curasoae",0,44.5,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
"Oryzomys","Oryzomys dimidiatus","Oryzomys_dimidiatus","Oryzomys dimidiatus",0,46,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
"Oryzomys","Oryzomys gorgasi","Oryzomys_gorgasi","Oryzomys gorgasi",7.17836186311834e-06,60.5,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
"Oryzomys","Oryzomys melanotis","Handleyomys_melanotis","Handleyomys melanotis; Oryzomys melanotis",8.68675834284653e-05,50,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",98,"SYNONYM","Cricetidae","Rodentia",TRUE
"Oryzomys","Oryzomys nelsoni","Oryzomys_nelsoni","Oryzomys nelsoni",0,86.8,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
"Oryzomys","Oryzomys palustris","Oryzomys_palustris","Oryzomys palustris",0.0290432346469969,52.97,"Faurby_etal_2018; Smith_2003; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
"Oryzomys","Oryzomys rhabdops","Handleyomys_rhabdops","Handleyomys rhabdops; Oryzomys rhabdops",0.10104892654294,37.32,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",98,"SYNONYM","Cricetidae","Rodentia",TRUE
"Oryzomys","Oryzomys rostratus","Handleyomys_rostratus","Handleyomys rostratus; Oryzomys rostratus",0.0603938797979531,46.74,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",98,"SYNONYM","Cricetidae","Rodentia",TRUE
"Oryzomys","Oryzomys saturatior","Handleyomys_saturatior","Handleyomys saturatior; Oryzomys saturatior",0.196316992484019,34.07,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",98,"SYNONYM","Cricetidae","Rodentia",TRUE
"Oryzorictes","Oryzorictes hova","Oryzorictes_hova","Oryzorictes hova",0.0308139474142197,35.5,"Faurby_etal_2018; Quaardvark; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","GBIF",99,"ACCEPTED","Tenrecidae","Afrosoricida",FALSE
"Oryzorictes","Oryzorictes tetradactylus","Oryzorictes_tetradactylus","Oryzorictes tetradactylus",0.000120654114376075,36,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","GBIF",99,"ACCEPTED","Tenrecidae","Afrosoricida",FALSE
"Osgoodomys","Osgoodomys banderanus","Osgoodomys_banderanus","Osgoodomys banderanus",8.68675834284653e-05,50,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
"Oshurkovia","Oshurkovia littoralis","Oshurkovia_littoralis","Oshurkovia littoralis",0,0.01,"Brose_etal_2018",1,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Umbonulidae","GBIF",99,"ACCEPTED","Umbonulidae","Cheilostomatida",FALSE
"Osmerus","Osmerus dentex","Osmerus_mordax_dentex","Osmerus mordax dentex; Osmerus dentex",0.823908740944318,115,"Burbidge_1969; fishbase",2,"Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","GBIF",98,"SYNONYM","Osmeridae","Osmeriformes",TRUE
"Osmerus","Osmerus eperlanus","Osmerus_eperlanus","Osmerus eperlanus",NA,178,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","GBIF",99,"ACCEPTED","Osmeridae","Osmeriformes",FALSE
"Osmerus","Osmerus mordax","Osmerus_mordax","Osmerus mordax",0,30,"Burbidge_1969",1,"Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","GBIF",99,"ACCEPTED","Osmeridae","Osmeriformes",FALSE
"Osornophryne","Osornophryne percrassa","Osornophryne_percrassa","Osornophryne percrassa",0,4.517,"Santini_2018; Vanegas_2016",1,"Animalia","Chordata","Amphibia","Anura","Bufonidae","GBIF",99,"ACCEPTED","Bufonidae","Anura",FALSE
"Osphronemus","Osphronemus exodon","Osphronemus_exodon","Osphronemus exodon",0,455,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","GBIF",99,"ACCEPTED","Osphronemidae","Perciformes",FALSE
"Osphronemus","Osphronemus goramy","Osphronemus_goramy","Osphronemus goramy",2.72901629813487,3351,"Cai_etal_2025; Castro_2025; Makarieva_2008; fishbase",4,"Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","GBIF",99,"ACCEPTED","Osphronemidae","Perciformes",FALSE
"Osphronemus","Osphronemus septemfasciatus","Osphronemus_septemfasciatus","Osphronemus septemfasciatus",0,7905,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","GBIF",99,"ACCEPTED","Osphronemidae","Perciformes",FALSE
"Ossancora","Ossancora fimbriata","Ossancora_fimbriata","Ossancora fimbriata",0,29.8,"fishbase",1,"Animalia","Chordata","Actinopterygii","Siluriformes","Doradidae","GBIF",99,"ACCEPTED","Doradidae","Siluriformes",FALSE
"Ossancora","Ossancora punctata","Ossancora_punctata","Ossancora punctata",0,36.4,"fishbase",1,"Animalia","Chordata","Actinopterygii","Siluriformes","Doradidae","GBIF",99,"ACCEPTED","Doradidae","Siluriformes",FALSE
"Osteobrama","Osteobrama bakeri","Osteobrama_bakeri","Osteobrama bakeri",0,27.3,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteobrama","Osteobrama belangeri","Osteobrama_belangeri","Osteobrama belangeri",0,579.9,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteobrama","Osteobrama cotio","Osteobrama_cotio","Osteobrama cotio",0,11.8,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteobrama","Osteobrama cunma","Osteobrama_cunma","Osteobrama cunma",0,150,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteobrama","Osteobrama vigorsii","Osteobrama_vigorsii","Osteobrama vigorsii",0,10,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteocephalus","Osteocephalus taurinus","Osteocephalus_taurinus","Osteocephalus taurinus",0,50,"AmphiBIO",1,"Animalia","Chordata","Amphibia","Anura","Hylidae","GBIF",99,"ACCEPTED","Hylidae","Anura",FALSE
"Osteochilus","Osteochilus kahajanensis","Osteochilus_kahajanensis","Osteochilus kahajanensis",0,54.6,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteochilus","Osteochilus melanopleurus","Osteochilus_melanopleurus","Osteochilus melanopleurus",0,4251,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteochilus","Osteochilus salsburyi","Osteochilus_salsburyi","Osteochilus salsburyi",0.00841597151427001,98.05,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteochilus","Osteochilus vittatus","Osteochilus_vittatus","Osteochilus vittatus",0,676.8,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Osteodiscus","Osteodiscus cascadiae","Osteodiscus_cascadiae","Osteodiscus cascadiae",0,0.9,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","GBIF",99,"ACCEPTED","Liparidae","Scorpaeniformes",FALSE
"Osteogeneiosus","Osteogeneiosus militaris","Osteogeneiosus_militaris","Osteogeneiosus militaris",0.103273415963913,737.7,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Siluriformes","Ariidae","GBIF",99,"ACCEPTED","Ariidae","Siluriformes",FALSE
"Osteoglossum","Osteoglossum bicirrhosum","Osteoglossum_bicirrhosum","Osteoglossum bicirrhosum",0.362354308452091,4529,"AnAge; Cai_etal_2025; Quaardvark; fishbase",4,"Animalia","Chordata","Actinopterygii","Osteoglossiformes","Osteoglossidae","GBIF",97,"ACCEPTED","Osteoglossidae","Osteoglossiformes",FALSE
"Osteoglossum","Osteoglossum ferreirai","Osteoglossum_ferreirai","Osteoglossum ferreirai",0,1851,"fishbase",1,"Animalia","Chordata","Actinopterygii","Osteoglossiformes","Osteoglossidae","GBIF",99,"ACCEPTED","Osteoglossidae","Osteoglossiformes",FALSE
"Osteolaemus","Osteolaemus tetraspis","Osteolaemus_tetraspis","Osteolaemus tetraspis",0.327902142064283,32930,"AnAge; Cai_etal_2025; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Crocodylia","Crocodilia","Crocodylidae","GBIF",99,"ACCEPTED","Crocodylidae",NA,FALSE
"Osteomugil","Osteomugil cunnesius","Moolgarda_cunnesius","Moolgarda cunnesius",0,797.1,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","GBIF",98,"SYNONYM","Mugilidae","Mugiliformes",TRUE
"Osteomugil","Osteomugil perusii","Moolgarda_perusii","Moolgarda perusii",0,131.8,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","GBIF",98,"SYNONYM","Mugilidae","Mugiliformes",TRUE
"Osteopilus","Osteopilus ocellatus","Leptodactylus_ocellatus","Leptodactylus ocellatus",0,153.1,"Brodeur_2020",1,"Animalia","Chordata","Amphibia","Anura","Hylidae","GBIF",98,"SYNONYM","Hylidae","Anura",TRUE
"Osteopilus","Osteopilus septentrionalis","Osteopilus_septentrionalis","Osteopilus septentrionalis",1.05690485133647,31,"Makarieva_2008; Quaardvark",2,"Animalia","Chordata","Amphibia","Anura","Hylidae","GBIF",99,"ACCEPTED","Hylidae","Anura",FALSE
"Ostichthys","Ostichthys japonicus","Ostichthys_japonicus","Ostichthys japonicus",0,1748,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae","GBIF",99,"ACCEPTED","Holocentridae","Beryciformes",FALSE
"Ostorhinchus","Ostorhinchus apogonoides","Ostorhinchus_apogonoides","Ostorhinchus apogonoides",0,5.84,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus cyanosoma","Ostorhinchus_cyanosoma","Ostorhinchus cyanosoma",0,1.42,"Killen_etal_2016",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus doederleini","Ostorhinchus_doederleini","Ostorhinchus doederleini",0,2.17,"Killen_etal_2016",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus fasciatus","Ostorhinchus_fasciatus","Ostorhinchus fasciatus",0.31241336730959,29.89,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",98,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus fleurieu","Ostorhinchus_fleurieu","Ostorhinchus fleurieu",0.0633869788643928,30.2,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus hartzfeldii","Ostorhinchus_hartzfeldii","Ostorhinchus hartzfeldii",0,56,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus multilineatus","Ostorhinchus_multilineatus","Ostorhinchus multilineatus",0,12.6,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus novemfasciatus","Ostorhinchus_novemfasciatus","Ostorhinchus novemfasciatus",0,22.4,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus oxina","Ostorhinchus_oxina","Ostorhinchus oxina",0,9.74,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus sealei","Ostorhinchus_sealei","Ostorhinchus sealei",0,16.2,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",99,"ACCEPTED","Apogonidae","Perciformes",FALSE
"Ostorhinchus","Ostorhinchus semilineatus","Apogon_semilineatus","Apogon semilineatus; Ostorhinchus semilineatus",0.0170333392987805,25.5,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","GBIF",98,"SYNONYM","Apogonidae","Perciformes",TRUE
"Ostracion","Ostracion immaculatus","Ostracion_immaculatus","Ostracion immaculatus",0,307.8,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Ostraciidae","GBIF",99,"ACCEPTED","Ostraciidae","Tetraodontiformes",FALSE
"Ostracion","Ostracion rhinorhynchos","Ostracion_rhinorhynchos","Ostracion rhinorhynchos",0,792.2,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Ostraciidae","GBIF",99,"ACCEPTED","Ostraciidae","Tetraodontiformes",FALSE
"Ostrinia","Ostrinia nubilalis","Ostrinia_nubilalis","Ostrinia nubilalis",0,0.0484,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","GBIF",99,"ACCEPTED","Crambidae","Lepidoptera",FALSE
"Oswaldella","Oswaldella antarctica","Oswaldella_antarctica","Oswaldella antarctica",0,1.3,"Brose_etal_2018",1,"Animalia","Cnidaria","Hydrozoa","Leptothecata","Kirchenpaueriidae","GBIF",99,"ACCEPTED","Kirchenpaueriidae","Leptothecata",FALSE
"Otaria","Otaria byronia","Otaria_flavescens","Otaria flavescens; Otaria byronia",3.72081875395238,5394000,"AnAge; Brown_etal_2018; Cai_etal_2025; Faurby_etal_2018; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b; Verberk_2020; rdataretriever-mammal-life-hist; rdataretriever-pantheria_rdataretriever-amniote-life-hist; sealifebase",12,"Animalia","Chordata","Mammalia","Carnivora","Otariidae","GBIF",98,"SYNONYM","Otariidae","Carnivora",TRUE
"Othius","Othius punctulatus","Othius_punctulatus","Othius punctulatus",0,0.02256,"Brose_etal_2018",1,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","GBIF",99,"ACCEPTED","Staphylinidae","Coleoptera",FALSE
"Othius","Othius subuliformis","Othius_subuliformis","Othius subuliformis",0,0.003694,"Brose_etal_2018",1,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","GBIF",99,"ACCEPTED","Staphylinidae","Coleoptera",FALSE
"Otidiphaps","Otidiphaps nobilis","Otidiphaps_nobilis","Otidiphaps nobilis",8.68597649809155e-06,500,"Cai_etal_2025; Wilman_etal_2014; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Otis","Otis tarda","Otis_tarda","Otis tarda",0.193312188214178,8264,"AnAge; Cai_etal_2025; Hirt_etal_2017; Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",6,"Animalia","Chordata","Aves","Otidiformes","Otididae","GBIF",99,"ACCEPTED","Otididae","Otidiformes",FALSE
"Otocryptis","Otocryptis beddomei","Otocryptis_beddomei","Otocryptis beddomei",0,2.8,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Otocryptis","Otocryptis nigristigma","Otocryptis_nigristigma","Otocryptis nigristigma",0.000389909781004089,16.71,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Otocryptis","Otocryptis wiegmanni","Otocryptis_wiegmanni","Otocryptis wiegmanni",0.320016393936644,13.8,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",97,"ACCEPTED","Agamidae",NA,FALSE
"Otocyon","Otocyon megalotis","Otocyon_megalotis","Otocyon megalotis",0.02,4123,"AnAge; Cai_etal_2025; Faurby_etal_2018; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",8,"Animalia","Chordata","Mammalia","Carnivora","Canidae","GBIF",99,"ACCEPTED","Canidae","Carnivora",FALSE
"Otolemur","Otolemur crassicaudatus","Otolemur_crassicaudatus","Otolemur crassicaudatus; Otolemur monteiri",0.178923387609847,1278,"AnAge; Cai_etal_2025; Faurby_etal_2018; GalanAcedo_etal_2026; Quaardvark; Smith_2003; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist; rdataretriever-pantheria_rdataretriever-amniote-life-hist",9,"Animalia","Chordata","Mammalia","Primates","Galagidae","GBIF",98,"ACCEPTED","Galagidae","Primates",TRUE
"Otolemur","Otolemur garnettii","Otolemur_garnettii","Otolemur garnettii",0.302485479473626,833.3,"AnAge; Faurby_etal_2018; GalanAcedo_etal_2026; Quaardvark; Smith_2003; Tucker_etal_2014b; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",7,"Animalia","Chordata","Mammalia","Primates","Galagidae","GBIF",99,"ACCEPTED","Galagidae","Primates",FALSE
"Otolithes","Otolithes ruber","Otolithes_ruber","Otolithes ruber",0,6124,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","GBIF",99,"ACCEPTED","Sciaenidae","Perciformes",FALSE
"Otomops","Otomops formosus","Otomops_formosus","Otomops formosus",0.0465680530391868,28.85,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","GBIF",99,"ACCEPTED","Molossidae","Chiroptera",FALSE
"Otomops","Otomops johnstonei","Otomops_johnstonei","Otomops johnstonei",0,26.3,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","GBIF",99,"ACCEPTED","Molossidae","Chiroptera",FALSE
"Otomops","Otomops madagascariensis","Otomops_madagascariensis","Otomops madagascariensis",0.136534054599577,30.21,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","GBIF",99,"ACCEPTED","Molossidae","Chiroptera",FALSE
"Otomops","Otomops martiensseni","Otomops_martiensseni","Otomops martiensseni",0.00778011499076168,34.51,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","GBIF",99,"ACCEPTED","Molossidae","Chiroptera",FALSE
"Otomops","Otomops papuensis","Otomops_papuensis","Otomops papuensis",0.0485124262811729,17.15,"Faurby_etal_2018; Smith_2003; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","GBIF",99,"ACCEPTED","Molossidae","Chiroptera",FALSE
"Otomops","Otomops secundus","Otomops_secundus","Otomops secundus",0.0898735848536412,24.98,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","GBIF",99,"ACCEPTED","Molossidae","Chiroptera",FALSE
"Otomops","Otomops wroughtoni","Otomops_wroughtoni","Otomops wroughtoni",0.0574376463511918,36.72,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","GBIF",99,"ACCEPTED","Molossidae","Chiroptera",FALSE
"Otomys","Otomys anchietae","Otomys_anchietae","Otomys anchietae",0.256304258981858,160.5,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys angoniensis","Otomys_angoniensis","Otomys angoniensis",0.00682245957075749,121,"Faurby_etal_2018; Quaardvark; Smith_2003; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys barbouri","Otomys_barbouri","Otomys barbouri",0.0276115156470249,110.9,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys burtoni","Otomys_burtoni","Otomys burtoni",0.104373287571237,102.2,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys cuanzensis","Otomys_cuanzensis","Otomys cuanzensis",0.160902876521402,110.4,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys denti","Otomys_denti","Otomys denti",0,120,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys dollmani","Otomys_dollmani","Otomys dollmani",0,114.4,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys irroratus","Otomys_irroratus","Otomys irroratus",0.0861016765313965,115.4,"AnAge; Cai_etal_2025; Faurby_etal_2018; Smith_2003; rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist",5,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys lacustris","Otomys_lacustris","Otomys lacustris",0.0920048103286273,103.5,"Faurby_etal_2018; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys laminatus","Otomys_laminatus","Otomys laminatus",0.015267665675462,143.3,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys maximus","Otomys_maximus","Otomys maximus",0.0835936453637851,175.2,"Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys occidentalis","Otomys_occidentalis","Otomys occidentalis",0,72.8,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys orestes","Otomys_orestes","Otomys orestes",0,114.4,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys saundersiae","Otomys_saundersiae","Otomys saundersiae",0.0457785723053891,106.8,"Faurby_etal_2018; Smith_2003; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys tropicalis","Otomys_tropicalis","Otomys tropicalis",0.0219869016484005,110.7,"Faurby_etal_2018; Smith_2003; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otomys","Otomys typus","Otomys_typus","Otomys typus",0.12515582958053,116.7,"Cai_etal_2025; Faurby_etal_2018",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Otonycteris","Otonycteris hemprichii","Otonycteris_hemprichii","Otonycteris hemprichii; Otonycteris hemprichi",0.0345492689690403,23.19,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","GBIF",96,"ACCEPTED","Vespertilionidae","Chiroptera",TRUE
"Otonyctomys","Otonyctomys hatti","Otonyctomys_hatti","Otonyctomys hatti",0,36.2,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","GBIF",99,"ACCEPTED","Cricetidae","Rodentia",FALSE
