"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Clibanarius","Clibanarius brasiliensis","Clibanarius_antillensis","Clibanarius antillensis",0,0.2864,"Brose_etal_2018",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","GBIF",98,"SYNONYM","Diogenidae","Decapoda",TRUE
"Clibanarius","Clibanarius virescens","Clibanarius_virescens","Clibanarius virescens",0,3.261,"Brose_etal_2018",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","GBIF",99,"ACCEPTED","Diogenidae","Decapoda",FALSE
"Clibanornis","Clibanornis dendrocolaptoides","Clibanornis_dendrocolaptoides","Clibanornis dendrocolaptoides",0.00430110117314537,47.96,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","GBIF",99,"ACCEPTED","Furnariidae","Passeriformes",FALSE
"Clibanornis","Clibanornis rufipectus","Automolus_rufipectus","Automolus rufipectus",0,38.9,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","GBIF",98,"SYNONYM","Furnariidae","Passeriformes",TRUE
"Clidoderma","Clidoderma asperrimum","Clidoderma_asperrimum","Clidoderma asperrimum",0.0388486708232141,4212,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","GBIF",99,"ACCEPTED","Pleuronectidae","Pleuronectiformes",FALSE
"Climacteris","Climacteris affinis","Climacteris_affinis","Climacteris affinis",0.00299402365493956,21.72,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Climacteridae","GBIF",99,"ACCEPTED","Climacteridae","Passeriformes",FALSE
"Climacteris","Climacteris erythrops","Climacteris_erythrops","Climacteris erythrops",0.00558296664409102,23.3,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Climacteridae","GBIF",99,"ACCEPTED","Climacteridae","Passeriformes",FALSE
"Climacteris","Climacteris melanurus","Climacteris_melanura","Climacteris melanura; Climacteris melanurus",0.0219353703654759,32.29,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-amniote-life-hist; rdataretriever-bird-size",4,"Animalia","Chordata","Aves","Passeriformes","Climacteridae","GBIF",96,"ACCEPTED","Climacteridae","Passeriformes",TRUE
"Climacteris","Climacteris picumnus","Climacteris_picumnus","Climacteris picumnus",0.0819275842026321,31.24,"Cai_etal_2025; Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Aves","Passeriformes","Climacteridae","GBIF",99,"ACCEPTED","Climacteridae","Passeriformes",FALSE
"Climacteris","Climacteris rufus","Climacteris_rufus","Climacteris rufus; Climacteris rufa",0.0258584987248378,33.04,"Cai_etal_2025; Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-amniote-life-hist; rdataretriever-bird-size",5,"Animalia","Chordata","Aves","Passeriformes","Climacteridae","GBIF",97,"ACCEPTED","Climacteridae","Passeriformes",TRUE
"Clinocottus","Clinocottus analis","Clinocottus_analis","Clinocottus analis",0,4.993,"Wells_1986",1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","GBIF",99,"ACCEPTED","Cottidae","Scorpaeniformes",FALSE
"Clinocottus","Clinocottus embryum","Clinocottus_embryum","Clinocottus embryum",0,1.3,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","GBIF",98,"ACCEPTED","Cottidae","Scorpaeniformes",FALSE
"Clinocottus","Clinocottus recalvus","Clinocottus_recalvus","Clinocottus recalvus",0,2.9,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","GBIF",99,"ACCEPTED","Cottidae","Scorpaeniformes",FALSE
"Clio","Clio cuspidata","Clio_cuspidata","Clio cuspidata",0,0.0655,"Castro_2025",1,"Animalia","Mollusca","Gastropoda","Pteropoda","Cliidae","GBIF",99,"ACCEPTED","Cliidae","Pteropoda",FALSE
"Clio","Clio pyramidata","Clio_pyramidata","Clio pyramidata; Euclio pyramidata",0.845098040014257,0.05303,"Brose_etal_2018; Castro_2025; DeLong_etal_2010",3,"Animalia","Mollusca","Gastropoda","Pteropoda","Cliidae","GBIF",98,"ACCEPTED","Cliidae","Pteropoda",TRUE
"Cliona","Cliona celata","Cliona_celata","Cliona celata",0,18.66,"Brose_etal_2018",1,"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","GBIF",99,"ACCEPTED","Clionaidae","Clionaida",FALSE
"Cliona","Cliona patera","Cliona_patera","Cliona patera",0,4000,"sealifebase",1,"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","GBIF",99,"ACCEPTED","Clionaidae","Clionaida",FALSE
"Clione","Clione antarctica","Clione_antarctica","Clione antarctica",0.25649023527157,0.0777,"Brose_etal_2018; Castro_2025",2,"Animalia","Mollusca","Gastropoda","Pteropoda","Clionidae","GBIF",99,"ACCEPTED","Clionidae","Pteropoda",FALSE
"Clione","Clione limacina","Clione_limacina","Clione limacina",1.12210160033983,0.1573,"Brose_etal_2018; Castro_2025; Pata_2025",3,"Animalia","Mollusca","Gastropoda","Pteropoda","Clionidae","GBIF",99,"ACCEPTED","Clionidae","Pteropoda",FALSE
"Cliopsis","Cliopsis krohnii","Cliopsis_krohnii","Cliopsis krohnii",0,1.775,"Pata_2025",1,"Animalia","Mollusca","Gastropoda","Pteropoda","Cliopsidae","GBIF",99,"ACCEPTED","Cliopsidae","Pteropoda",FALSE
"Cloeon","Cloeon simile","Cloeon_simile","Cloeon simile",0.469707328370521,0.001219,"Brose_etal_2018; rdataretriever-predator-prey-body-ratio",2,"Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","GBIF",99,"ACCEPTED","Baetidae","Ephemeroptera",FALSE
"Cloeotis","Cloeotis percivali","Cloeotis_percivali","Cloeotis percivali",0.0116383074120742,4.103,"Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Mammalia","Chiroptera","Rhinonycteridae","GBIF",99,"ACCEPTED","Rhinonycteridae","Chiroptera",FALSE
"Clonophis","Clonophis kirtlandii","Clonophis_kirtlandii","Clonophis kirtlandii",0.187453911439838,75.05,"Feldman_etal_2016; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Clubiona","Clubiona comta","Clubiona_comta","Clubiona comta",0,0.00993,"Brose_etal_2018",1,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","GBIF",99,"ACCEPTED","Clubionidae","Araneae",FALSE
"Clubiona","Clubiona juvenis","Clubiona_juvenis","Clubiona juvenis",0.538395199631188,0.00133,"Brose_etal_2018; rdataretriever-predator-prey-body-ratio",2,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","GBIF",99,"ACCEPTED","Clubionidae","Araneae",FALSE
"Clubiona","Clubiona pallidula","Clubiona_pallidula","Clubiona pallidula",0,0.1155,"Brose_etal_2018",1,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","GBIF",99,"ACCEPTED","Clubionidae","Araneae",FALSE
"Clubiona","Clubiona phragmitis","Clubiona_phragmitis","Clubiona phragmitis",0.538395228422722,0.0151,"Brose_etal_2018; rdataretriever-predator-prey-body-ratio",2,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","GBIF",99,"ACCEPTED","Clubionidae","Araneae",FALSE
"Clubiona","Clubiona pikei","Clubiona_pikei","Clubiona pikei",0,0.0101,"DeLong_etal_2018",1,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","GBIF",99,"ACCEPTED","Clubionidae","Araneae",FALSE
"Clubiona","Clubiona stagnatilis","Clubiona_stagnatilis","Clubiona stagnatilis",0.538395218455623,0.01304,"Brose_etal_2018; rdataretriever-predator-prey-body-ratio",2,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","GBIF",99,"ACCEPTED","Clubionidae","Araneae",FALSE
"Clubiona","Clubiona subtilis","Clubiona_subtilis","Clubiona subtilis",0.538395442678092,0.0005056,"Brose_etal_2018; rdataretriever-predator-prey-body-ratio",2,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","GBIF",99,"ACCEPTED","Clubionidae","Araneae",FALSE
"Clupanodon","Clupanodon thrissa","Clupanodon_thrissa","Clupanodon thrissa",0.177443772845962,200.8,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","GBIF",99,"ACCEPTED","Clupeidae","Clupeiformes",FALSE
"Clupea","Clupea harengus","Clupea_harengus","Clupea harengus",0,1050,"fishbase",1,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","GBIF",99,"ACCEPTED","Clupeidae","Clupeiformes",FALSE
"Clupea","Clupea pallasii","Clupea_pallasii","Clupea pallasii",0.894327088061939,186.2,"Brown_etal_2018; Reum_2012; Reum_2013; fishbase",4,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","GBIF",99,"ACCEPTED","Clupeidae","Clupeiformes",FALSE
"Clupeonella","Clupeonella cultriventris","Clupeonella_cultriventris","Clupeonella cultriventris",0.0566923050475987,26.85,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","GBIF",99,"ACCEPTED","Clupeidae","Clupeiformes",FALSE
"Clupeonella","Clupeonella engrauliformis","Clupeonella_engrauliformis","Clupeonella engrauliformis",0,23.9,"fishbase",1,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","GBIF",99,"ACCEPTED","Clupeidae","Clupeiformes",FALSE
"Clupeonella","Clupeonella grimmi","Clupeonella_grimmi","Clupeonella grimmi",0,23.81,"fishbase",1,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","GBIF",99,"ACCEPTED","Clupeidae","Clupeiformes",FALSE
"Clupisoma","Clupisoma garua","Clupisoma_garua","Clupisoma garua",0,600,"fishbase",1,"Animalia","Chordata","Actinopterygii","Siluriformes","Schilbeidae","GBIF",99,"ACCEPTED","Schilbeidae","Siluriformes",FALSE
"Clupisoma","Clupisoma naziri","Clupisoma_naziri","Clupisoma naziri",0,147.2,"fishbase; Froese_2014",1,"Animalia","Chordata","Actinopterygii","Siluriformes","Schilbeidae","GBIF",99,"ACCEPTED","Schilbeidae","Siluriformes",FALSE
"Clupisoma","Clupisoma yunnanense","Clupisoma_yunnanense","Clupisoma yunnanense",0,364.7,"fishbase",1,"Animalia","Chordata","Actinopterygii","Siluriformes","Schilbeidae","GBIF",99,"ACCEPTED","Schilbeidae","Siluriformes",FALSE
"Clydonella","Clydonella rosenfieldi","Clydonella_rosenfieldi","Clydonella rosenfieldi",0,4.66e-10,"DeLong_etal_2010",1,"Protozoa","Amoebozoa","Discosea","Vannellida","Vannellidae","GBIF",99,"ACCEPTED","Vannellidae","Vannellida",FALSE
"Clymenella","Clymenella torquata","Clymenella_torquata","Clymenella torquata",0.385464505940617,0.1715,"Brose_etal_2018; DeLong_etal_2010",2,"Animalia","Annelida","Polychaeta","Capitellida","Maldanidae","GBIF",99,"ACCEPTED","Maldanidae",NA,FALSE
"Clyomys","Clyomys bishopi","Clyomys_bishopi","Clyomys bishopi",0,30,"Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",99,"ACCEPTED","Echimyidae","Rodentia",FALSE
"Clyomys","Clyomys laticeps","Clyomys_laticeps","Clyomys laticeps",4.32131662945893e-06,201,"Cai_etal_2025; Faurby_etal_2018; Smith_2003; rdataretriever-pantheria_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",99,"ACCEPTED","Echimyidae","Rodentia",FALSE
"Clytoceyx","Clytoceyx rex","Clytoceyx_rex","Clytoceyx rex",0,242,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","GBIF",99,"ACCEPTED","Alcedinidae","Coraciiformes",FALSE
"Clytoctantes","Clytoctantes alixii","Clytoctantes_alixii","Clytoctantes alixii",0,31,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","GBIF",99,"ACCEPTED","Thamnophilidae","Passeriformes",FALSE
"Clytoctantes","Clytoctantes atrogularis","Clytoctantes_atrogularis","Clytoctantes atrogularis",0,31,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","GBIF",99,"ACCEPTED","Thamnophilidae","Passeriformes",FALSE
"Clytolaema","Clytolaema rubricauda","Clytolaema_rubricauda","Clytolaema rubricauda",0,7.9,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","GBIF",99,"ACCEPTED","Trochilidae","Apodiformes",FALSE
"Clytomyias","Clytomyias insignis","Clytomyias_insignis","Clytomyias insignis",0.00706185448748694,12.3,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Maluridae","GBIF",99,"ACCEPTED","Maluridae","Passeriformes",FALSE
"Clytorhynchus","Clytorhynchus hamlini","Clytorhynchus_hamlini","Clytorhynchus hamlini",0.010159398515122,34.2,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Monarchidae","GBIF",99,"ACCEPTED","Monarchidae","Passeriformes",FALSE
"Clytorhynchus","Clytorhynchus nigrogularis","Clytorhynchus_nigrogularis","Clytorhynchus nigrogularis",0,55.72,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Monarchidae","GBIF",99,"ACCEPTED","Monarchidae","Passeriformes",FALSE
"Clytorhynchus","Clytorhynchus pachycephaloides","Clytorhynchus_pachycephaloides","Clytorhynchus pachycephaloides",0.00206905813887776,26.24,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Monarchidae","GBIF",99,"ACCEPTED","Monarchidae","Passeriformes",FALSE
"Clytorhynchus","Clytorhynchus sanctaecrucis","Clytorhynchus_sanctaecrucis","Clytorhynchus sanctaecrucis",0,55.72,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Monarchidae","GBIF",99,"ACCEPTED","Monarchidae","Passeriformes",FALSE
"Clytorhynchus","Clytorhynchus vitiensis","Clytorhynchus_vitiensis","Clytorhynchus vitiensis",0,29.2,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Monarchidae","GBIF",99,"ACCEPTED","Monarchidae","Passeriformes",FALSE
"Clytospiza","Clytospiza monteiri","Clytospiza_monteiri","Clytospiza monteiri",0.00293446683204901,14.85,"Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Estrildidae","GBIF",99,"ACCEPTED","Estrildidae","Passeriformes",FALSE
"Cnemarchus","Cnemarchus erythropygius","Cnemarchus_erythropygius","Cnemarchus erythropygius",0,41,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","GBIF",99,"ACCEPTED","Tyrannidae","Passeriformes",FALSE
"Cnemaspis","Cnemaspis aceh","Cnemaspis_aceh","Cnemaspis aceh",0,0.731,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis adii","Cnemaspis_adii","Cnemaspis adii",0.0178677189635057,1.021,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis affinis","Cnemaspis_affinis","Cnemaspis affinis",0.00550594862384422,2.918,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",97,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis africana","Cnemaspis_africana","Cnemaspis africana",0.00293473378500743,4.884,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis alantika","Cnemaspis_alantika","Cnemaspis alantika",0.00717858462712338,2.42,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis alwisi","Cnemaspis_alwisi","Cnemaspis alwisi",0.00231008247807404,1.504,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis amith","Cnemaspis_amith","Cnemaspis amith",0.00339105055077845,0.8965,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis andalas","Cnemaspis_andalas","Cnemaspis andalas",0,0.954,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis andersonii","Cnemaspis_andersonii","Cnemaspis andersonii",0.0477614718966028,0.8465,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis argus","Cnemaspis_argus","Cnemaspis argus",0.00360412426882534,6.025,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis assamensis","Cnemaspis_assamensis","Cnemaspis assamensis",0.00384333908176026,0.904,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis aurantiacopes","Cnemaspis_aurantiacopes","Cnemaspis aurantiacopes",0.00161298043128649,4.308,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis australis","Cnemaspis_australis","Cnemaspis australis",0.00738195362259953,0.706,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis barbouri","Cnemaspis_barbouri","Cnemaspis barbouri",0.00935089706882479,1.719,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis baueri","Cnemaspis_baueri","Cnemaspis baueri",0.000745802899844674,6.406,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis bayuensis","Cnemaspis_bayuensis","Cnemaspis bayuensis",0.00898707110323268,2.223,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis beddomei","Cnemaspis_beddomei","Cnemaspis beddomei",0.00451105712361786,2.984,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis bidongensis","Cnemaspis_bidongensis","Cnemaspis bidongensis",0.00456889115897981,4.278,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis biocellata","Cnemaspis_biocellata","Cnemaspis biocellata",0.0111473607757975,1.519,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis boiei","Cnemaspis_boiei","Cnemaspis boiei",0.00124261739109574,1.398,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis boulengeri","Cnemaspis_boulengerii","Cnemaspis boulengerii; Cnemaspis boulengeri",0.0025471890138799,6.82,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",96,"ACCEPTED","Gekkonidae",NA,TRUE
"Cnemaspis","Cnemaspis caudanivea","Cnemaspis_caudanivea","Cnemaspis caudanivea",0.000543207677952213,2.398,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis chanardi","Cnemaspis_chanardi","Cnemaspis chanardi",0.00831622635663882,1.514,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis chanthaburiensis","Cnemaspis_chanthaburiensis","Cnemaspis chanthaburiensis",0.00412116192795154,1.792,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis dezwaani","Cnemaspis_dezwaani","Cnemaspis dezwaani",0.0121103900022546,0.789,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis dickersonae","Cnemaspis_dickersonae","Cnemaspis dickersonae",0.0067333826589684,1.612,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis dilepis","Cnemaspis_dilepis","Cnemaspis dilepis",0.0107238653917731,0.81,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis dringi","Cnemaspis_dringi","Cnemaspis dringi",0.00246167141084436,2.294,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis elgonensis","Cnemaspis_elgonensis","Cnemaspis elgonensis",0.137625347654289,3.322,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis flavigaster","Cnemaspis_flavigaster","Cnemaspis flavigaster",0.00416777714730042,2.814,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis flaviventralis","Cnemaspis_flaviventralis","Cnemaspis flaviventralis",0,1.17,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis flavolineata","Cnemaspis_flavolineata","Cnemaspis flavolineata",0.00525513996025804,2.314,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis gemunu","Cnemaspis_gemunu","Cnemaspis gemunu",0.0136762229492347,0.9845,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis gigas","Cnemaspis_gigas","Cnemaspis gigas",0.00103861710785011,7.109,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis girii","Cnemaspis_girii","Cnemaspis girii",0.0216486269624679,0.923,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis goaensis","Cnemaspis_goaensis","Cnemaspis goaensis; Cnemaspis indraneildasii",0.520840764165865,1.481,"Feldman_etal_2016; Meiri_2018",4,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",98,"ACCEPTED","Gekkonidae",NA,TRUE
"Cnemaspis","Cnemaspis gracilis","Cnemaspis_gracilis","Cnemaspis gracilis",0.00518051250378031,1.509,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis grismeri","Cnemaspis_grismeri","Cnemaspis grismeri",0.00074813882739343,2.902,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis hangus","Cnemaspis_hangus","Cnemaspis hangus",0.00165045605475914,2.894,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis harimau","Cnemaspis_harimau","Cnemaspis harimau",0.0019042068547933,1.596,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis heteropholis","Cnemaspis_heteropholis","Cnemaspis heteropholis",0.00288568823748817,2.107,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis huaseesom","Cnemaspis_huaseesom","Cnemaspis huaseesom",0.00318833248799585,1.907,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis indica","Cnemaspis_indica","Cnemaspis indica",0.00491350349426708,1.591,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
